url_path,views_total,views_unique
/jgphpc/SPH-EXA/actions/workflows/unittest.yml,3,1
/jgphpc/SPH-EXA/actions/runs/14297486085,2,1
/jgphpc/SPH-EXA/actions/runs/14286611328,1,1
/jgphpc/SPH-EXA/actions/runs/14297486084,1,1
/jgphpc/SPH-EXA/actions/runs/14297486085/job/40066515060,1,1
/jgphpc/SPH-EXA/actions/runs/14297486085/workflow,1,1
/jgphpc/SPH-EXA/actions/workflows/github-repo-stats.yml,1,1
/jgphpc/SPH-EXA/actions/workflows/unibas.yml,1,1
